date,state,state_code,crime,count,Clearances
2024/08,Delaware,DE,Aggravated Assault Reported by Population,299.0,202.0
2024/09,Delaware,DE,Aggravated Assault Reported by Population,264.0,243.0
2024/10,Delaware,DE,Aggravated Assault Reported by Population,263.0,184.0
2024/11,Delaware,DE,Aggravated Assault Reported by Population,225.0,170.0
2024/12,Delaware,DE,Aggravated Assault Reported by Population,220.0,170.0
2025/01,Delaware,DE,Aggravated Assault Reported by Population,208.0,157.0
2025/02,Delaware,DE,Aggravated Assault Reported by Population,211.0,175.0
2025/03,Delaware,DE,Aggravated Assault Reported by Population,240.0,192.0
2025/04,Delaware,DE,Aggravated Assault Reported by Population,239.0,167.0
2025/05,Delaware,DE,Aggravated Assault Reported by Population,264.0,211.0
2025/06,Delaware,DE,Aggravated Assault Reported by Population,,
2025/07,Delaware,DE,Aggravated Assault Reported by Population,,
2025/08,Delaware,DE,Aggravated Assault Reported by Population,,
2025/09,Delaware,DE,Aggravated Assault Reported by Population,,
2025/10,Delaware,DE,Aggravated Assault Reported by Population,,
2015/10,Puerto Rico,,Aggravated Assault Reported by Population,,
2015/11,Puerto Rico,,Aggravated Assault Reported by Population,,
2015/12,Puerto Rico,,Aggravated Assault Reported by Population,,
2016/01,Puerto Rico,,Aggravated Assault Reported by Population,,
2016/02,Puerto Rico,,Aggravated Assault Reported by Population,,
2016/03,Puerto Rico,,Aggravated Assault Reported by Population,,
2016/04,Puerto Rico,,Aggravated Assault Reported by Population,,
2016/05,Puerto Rico,,Aggravated Assault Reported by Population,,
2016/06,Puerto Rico,,Aggravated Assault Reported by Population,,
2016/07,Puerto Rico,,Aggravated Assault Reported by Population,,
2016/08,Puerto Rico,,Aggravated Assault Reported by Population,,
2016/09,Puerto Rico,,Aggravated Assault Reported by Population,,
2016/10,Puerto Rico,,Aggravated Assault Reported by Population,,
2016/11,Puerto Rico,,Aggravated Assault Reported by Population,,
2016/12,Puerto Rico,,Aggravated Assault Reported by Population,,
2017/01,Puerto Rico,,Aggravated Assault Reported by Population,,
2017/02,Puerto Rico,,Aggravated Assault Reported by Population,,
2017/03,Puerto Rico,,Aggravated Assault Reported by Population,,
2017/04,Puerto Rico,,Aggravated Assault Reported by Population,,
2017/05,Puerto Rico,,Aggravated Assault Reported by Population,,
2017/06,Puerto Rico,,Aggravated Assault Reported by Population,,
2017/07,Puerto Rico,,Aggravated Assault Reported by Population,,
2017/08,Puerto Rico,,Aggravated Assault Reported by Population,,
2017/09,Puerto Rico,,Aggravated Assault Reported by Population,,
2017/10,Puerto Rico,,Aggravated Assault Reported by Population,,
2017/11,Puerto Rico,,Aggravated Assault Reported by Population,,
2017/12,Puerto Rico,,Aggravated Assault Reported by Population,,
2018/01,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2018/02,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2018/03,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2018/04,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2018/05,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2018/06,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2018/07,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2018/08,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2018/09,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2018/10,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2018/11,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2018/12,Puerto Rico,,Aggravated Assault Reported by Population,3309.0,0.0
2019/01,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2019/02,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2019/03,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2019/04,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2019/05,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2019/06,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2019/07,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2019/08,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2019/09,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2019/10,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2019/11,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2019/12,Puerto Rico,,Aggravated Assault Reported by Population,3537.0,0.0
2020/01,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2020/02,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2020/03,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2020/04,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2020/05,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2020/06,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2020/07,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2020/08,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2020/09,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2020/10,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2020/11,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2020/12,Puerto Rico,,Aggravated Assault Reported by Population,3342.0,0.0
2021/01,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2021/02,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2021/03,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2021/04,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2021/05,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2021/06,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2021/07,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2021/08,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2021/09,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2021/10,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2021/11,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2021/12,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2022/01,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2022/02,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2022/03,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2022/04,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2022/05,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2022/06,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2022/07,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2022/08,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2022/09,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2022/10,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2022/11,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2022/12,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2023/01,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2023/02,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2023/03,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2023/04,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2023/05,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2023/06,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2023/07,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2023/08,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2023/09,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2023/10,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2023/11,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2023/12,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2024/01,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2024/02,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2024/03,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2024/04,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2024/05,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2024/06,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2024/07,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2024/08,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2024/09,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2024/10,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2024/11,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2024/12,Puerto Rico,,Aggravated Assault Reported by Population,0.0,0.0
2025/01,Puerto Rico,,Aggravated Assault Reported by Population,,
2025/02,Puerto Rico,,Aggravated Assault Reported by Population,,
2025/03,Puerto Rico,,Aggravated Assault Reported by Population,,
2025/04,Puerto Rico,,Aggravated Assault Reported by Population,,
2025/05,Puerto Rico,,Aggravated Assault Reported by Population,,
2025/06,Puerto Rico,,Aggravated Assault Reported by Population,,
2025/07,Puerto Rico,,Aggravated Assault Reported by Population,,
2025/08,Puerto Rico,,Aggravated Assault Reported by Population,,
2025/09,Puerto Rico,,Aggravated Assault Reported by Population,,
2025/10,Puerto Rico,,Aggravated Assault Reported by Population,,
2015/10,Illinois,IL,Aggravated Assault Reported by Population,2452.0,47.0
2015/11,Illinois,IL,Aggravated Assault Reported by Population,2133.0,38.0
2015/12,Illinois,IL,Aggravated Assault Reported by Population,2105.0,33.0
2016/01,Illinois,IL,Aggravated Assault Reported by Population,2254.0,37.0
2016/02,Illinois,IL,Aggravated Assault Reported by Population,1957.0,31.0
2016/03,Illinois,IL,Aggravated Assault Reported by Population,2568.0,61.0
2016/04,Illinois,IL,Aggravated Assault Reported by Population,2481.0,39.0
2016/05,Illinois,IL,Aggravated Assault Reported by Population,2995.0,43.0
2016/06,Illinois,IL,Aggravated Assault Reported by Population,2854.0,55.0
2016/07,Illinois,IL,Aggravated Assault Reported by Population,3103.0,49.0
2016/08,Illinois,IL,Aggravated Assault Reported by Population,3061.0,61.0
2016/09,Illinois,IL,Aggravated Assault Reported by Population,2860.0,50.0
2016/10,Illinois,IL,Aggravated Assault Reported by Population,2875.0,74.0
2016/11,Illinois,IL,Aggravated Assault Reported by Population,2367.0,33.0
2016/12,Illinois,IL,Aggravated Assault Reported by Population,1986.0,61.0
2017/01,Illinois,IL,Aggravated Assault Reported by Population,2358.0,37.0
2017/02,Illinois,IL,Aggravated Assault Reported by Population,2130.0,40.0
2017/03,Illinois,IL,Aggravated Assault Reported by Population,2243.0,40.0
2017/04,Illinois,IL,Aggravated Assault Reported by Population,2769.0,56.0
2017/05,Illinois,IL,Aggravated Assault Reported by Population,2990.0,54.0
2017/06,Illinois,IL,Aggravated Assault Reported by Population,3026.0,65.0
2017/07,Illinois,IL,Aggravated Assault Reported by Population,3064.0,76.0
2017/08,Illinois,IL,Aggravated Assault Reported by Population,2815.0,61.0
2017/09,Illinois,IL,Aggravated Assault Reported by Population,2868.0,54.0
2017/10,Illinois,IL,Aggravated Assault Reported by Population,2680.0,49.0
2017/11,Illinois,IL,Aggravated Assault Reported by Population,2259.0,52.0
2017/12,Illinois,IL,Aggravated Assault Reported by Population,2131.0,42.0
2018/01,Illinois,IL,Aggravated Assault Reported by Population,2101.0,44.0
2018/02,Illinois,IL,Aggravated Assault Reported by Population,1943.0,42.0
2018/03,Illinois,IL,Aggravated Assault Reported by Population,2424.0,74.0
2018/04,Illinois,IL,Aggravated Assault Reported by Population,2526.0,62.0
2018/05,Illinois,IL,Aggravated Assault Reported by Population,3188.0,67.0
2018/06,Illinois,IL,Aggravated Assault Reported by Population,2867.0,71.0
2018/07,Illinois,IL,Aggravated Assault Reported by Population,3069.0,70.0
2018/08,Illinois,IL,Aggravated Assault Reported by Population,2921.0,68.0
2018/09,Illinois,IL,Aggravated Assault Reported by Population,2724.0,62.0
2018/10,Illinois,IL,Aggravated Assault Reported by Population,2657.0,86.0
2018/11,Illinois,IL,Aggravated Assault Reported by Population,2242.0,63.0
2018/12,Illinois,IL,Aggravated Assault Reported by Population,2305.0,52.0
2019/01,Illinois,IL,Aggravated Assault Reported by Population,2205.0,37.0
2019/02,Illinois,IL,Aggravated Assault Reported by Population,2030.0,59.0
2019/03,Illinois,IL,Aggravated Assault Reported by Population,2383.0,52.0
2019/04,Illinois,IL,Aggravated Assault Reported by Population,2612.0,78.0
2019/05,Illinois,IL,Aggravated Assault Reported by Population,3061.0,55.0
2019/06,Illinois,IL,Aggravated Assault Reported by Population,3074.0,79.0
2019/07,Illinois,IL,Aggravated Assault Reported by Population,3315.0,59.0
2019/08,Illinois,IL,Aggravated Assault Reported by Population,2992.0,67.0
2019/09,Illinois,IL,Aggravated Assault Reported by Population,2929.0,57.0
2019/10,Illinois,IL,Aggravated Assault Reported by Population,2611.0,57.0
2019/11,Illinois,IL,Aggravated Assault Reported by Population,2383.0,43.0
2019/12,Illinois,IL,Aggravated Assault Reported by Population,2556.0,45.0
2020/01,Illinois,IL,Aggravated Assault Reported by Population,2245.0,58.0
2020/02,Illinois,IL,Aggravated Assault Reported by Population,2079.0,59.0
2020/03,Illinois,IL,Aggravated Assault Reported by Population,2401.0,45.0
2020/04,Illinois,IL,Aggravated Assault Reported by Population,2231.0,56.0
2020/05,Illinois,IL,Aggravated Assault Reported by Population,2950.0,63.0
2020/06,Illinois,IL,Aggravated Assault Reported by Population,3604.0,57.0
2020/07,Illinois,IL,Aggravated Assault Reported by Population,3454.0,59.0
2020/08,Illinois,IL,Aggravated Assault Reported by Population,3501.0,73.0
2020/09,Illinois,IL,Aggravated Assault Reported by Population,3104.0,50.0
2020/10,Illinois,IL,Aggravated Assault Reported by Population,3023.0,64.0
2020/11,Illinois,IL,Aggravated Assault Reported by Population,2481.0,65.0
2020/12,Illinois,IL,Aggravated Assault Reported by Population,2240.0,71.0
2021/01,Illinois,IL,Aggravated Assault Reported by Population,557.0,205.0
2021/02,Illinois,IL,Aggravated Assault Reported by Population,527.0,223.0
2021/03,Illinois,IL,Aggravated Assault Reported by Population,611.0,231.0
2021/04,Illinois,IL,Aggravated Assault Reported by Population,767.0,267.0
2021/05,Illinois,IL,Aggravated Assault Reported by Population,855.0,270.0
2021/06,Illinois,IL,Aggravated Assault Reported by Population,841.0,317.0
2021/07,Illinois,IL,Aggravated Assault Reported by Population,1385.0,338.0
2021/08,Illinois,IL,Aggravated Assault Reported by Population,1256.0,382.0
2021/09,Illinois,IL,Aggravated Assault Reported by Population,1268.0,331.0
2021/10,Illinois,IL,Aggravated Assault Reported by Population,1203.0,357.0
2021/11,Illinois,IL,Aggravated Assault Reported by Population,1020.0,333.0
2021/12,Illinois,IL,Aggravated Assault Reported by Population,1037.0,320.0
2022/01,Illinois,IL,Aggravated Assault Reported by Population,1147.0,388.0
2022/02,Illinois,IL,Aggravated Assault Reported by Population,995.0,381.0
2022/03,Illinois,IL,Aggravated Assault Reported by Population,1222.0,465.0
2022/04,Illinois,IL,Aggravated Assault Reported by Population,1258.0,404.0
2022/05,Illinois,IL,Aggravated Assault Reported by Population,1537.0,521.0
2022/06,Illinois,IL,Aggravated Assault Reported by Population,1402.0,491.0
2022/07,Illinois,IL,Aggravated Assault Reported by Population,1592.0,504.0
2022/08,Illinois,IL,Aggravated Assault Reported by Population,1544.0,540.0
2022/09,Illinois,IL,Aggravated Assault Reported by Population,1446.0,503.0
2022/10,Illinois,IL,Aggravated Assault Reported by Population,1331.0,448.0
2022/11,Illinois,IL,Aggravated Assault Reported by Population,1167.0,378.0
2022/12,Illinois,IL,Aggravated Assault Reported by Population,1218.0,450.0
2023/01,Illinois,IL,Aggravated Assault Reported by Population,1352.0,470.0
2023/02,Illinois,IL,Aggravated Assault Reported by Population,1080.0,427.0
2023/03,Illinois,IL,Aggravated Assault Reported by Population,1166.0,459.0
2023/04,Illinois,IL,Aggravated Assault Reported by Population,1490.0,563.0
2023/05,Illinois,IL,Aggravated Assault Reported by Population,1672.0,642.0
2023/06,Illinois,IL,Aggravated Assault Reported by Population,1591.0,554.0
2023/07,Illinois,IL,Aggravated Assault Reported by Population,1679.0,587.0
2023/08,Illinois,IL,Aggravated Assault Reported by Population,1561.0,564.0
2023/09,Illinois,IL,Aggravated Assault Reported by Population,1472.0,486.0
2023/10,Illinois,IL,Aggravated Assault Reported by Population,1484.0,564.0
2023/11,Illinois,IL,Aggravated Assault Reported by Population,1303.0,523.0
2023/12,Illinois,IL,Aggravated Assault Reported by Population,1291.0,454.0
2024/01,Illinois,IL,Aggravated Assault Reported by Population,1098.0,452.0
2024/02,Illinois,IL,Aggravated Assault Reported by Population,1232.0,526.0
2024/03,Illinois,IL,Aggravated Assault Reported by Population,1388.0,571.0
2024/04,Illinois,IL,Aggravated Assault Reported by Population,1443.0,561.0
2024/05,Illinois,IL,Aggravated Assault Reported by Population,1753.0,658.0
2024/06,Illinois,IL,Aggravated Assault Reported by Population,1695.0,668.0
2024/07,Illinois,IL,Aggravated Assault Reported by Population,1704.0,649.0
2024/08,Illinois,IL,Aggravated Assault Reported by Population,1604.0,598.0
2024/09,Illinois,IL,Aggravated Assault Reported by Population,1495.0,564.0
2024/10,Illinois,IL,Aggravated Assault Reported by Population,1424.0,596.0
2024/11,Illinois,IL,Aggravated Assault Reported by Population,1329.0,517.0
2024/12,Illinois,IL,Aggravated Assault Reported by Population,1234.0,537.0
2025/01,Illinois,IL,Aggravated Assault Reported by Population,1131.0,564.0
2025/02,Illinois,IL,Aggravated Assault Reported by Population,938.0,463.0
2025/03,Illinois,IL,Aggravated Assault Reported by Population,1214.0,491.0
2025/04,Illinois,IL,Aggravated Assault Reported by Population,1229.0,521.0
2025/05,Illinois,IL,Aggravated Assault Reported by Population,1339.0,585.0
2025/06,Illinois,IL,Aggravated Assault Reported by Population,1368.0,551.0
2025/07,Illinois,IL,Aggravated Assault Reported by Population,1365.0,515.0
2025/08,Illinois,IL,Aggravated Assault Reported by Population,1280.0,545.0
2025/09,Illinois,IL,Aggravated Assault Reported by Population,935.0,392.0
2025/10,Illinois,IL,Aggravated Assault Reported by Population,74.0,37.0
2015/10,Tennessee,TN,Aggravated Assault Reported by Population,2391.0,1297.0
2015/11,Tennessee,TN,Aggravated Assault Reported by Population,2322.0,1255.0
2015/12,Tennessee,TN,Aggravated Assault Reported by Population,2501.0,1319.0
2016/01,Tennessee,TN,Aggravated Assault Reported by Population,2360.0,1298.0
2016/02,Tennessee,TN,Aggravated Assault Reported by Population,2083.0,1149.0
2016/03,Tennessee,TN,Aggravated Assault Reported by Population,2646.0,1398.0
2016/04,Tennessee,TN,Aggravated Assault Reported by Population,2679.0,1426.0
2016/05,Tennessee,TN,Aggravated Assault Reported by Population,2827.0,1536.0
2016/06,Tennessee,TN,Aggravated Assault Reported by Population,2807.0,1608.0
2016/07,Tennessee,TN,Aggravated Assault Reported by Population,2747.0,1404.0
2016/08,Tennessee,TN,Aggravated Assault Reported by Population,2793.0,1452.0
2016/09,Tennessee,TN,Aggravated Assault Reported by Population,2722.0,1409.0
2016/10,Tennessee,TN,Aggravated Assault Reported by Population,2810.0,1456.0
2016/11,Tennessee,TN,Aggravated Assault Reported by Population,2414.0,1358.0
2016/12,Tennessee,TN,Aggravated Assault Reported by Population,2627.0,1375.0
2017/01,Tennessee,TN,Aggravated Assault Reported by Population,2606.0,1383.0
2017/02,Tennessee,TN,Aggravated Assault Reported by Population,2133.0,1249.0
2017/03,Tennessee,TN,Aggravated Assault Reported by Population,2663.0,1408.0
2017/04,Tennessee,TN,Aggravated Assault Reported by Population,2796.0,1436.0
2017/05,Tennessee,TN,Aggravated Assault Reported by Population,3198.0,1634.0
2017/06,Tennessee,TN,Aggravated Assault Reported by Population,2957.0,1539.0
2017/07,Tennessee,TN,Aggravated Assault Reported by Population,3022.0,1655.0
2017/08,Tennessee,TN,Aggravated Assault Reported by Population,2863.0,1557.0
2017/09,Tennessee,TN,Aggravated Assault Reported by Population,2659.0,1299.0
2017/10,Tennessee,TN,Aggravated Assault Reported by Population,2780.0,1437.0
2017/11,Tennessee,TN,Aggravated Assault Reported by Population,2422.0,1259.0
2017/12,Tennessee,TN,Aggravated Assault Reported by Population,2306.0,1210.0
2018/01,Tennessee,TN,Aggravated Assault Reported by Population,2453.0,1273.0
2018/02,Tennessee,TN,Aggravated Assault Reported by Population,2273.0,1253.0
2018/03,Tennessee,TN,Aggravated Assault Reported by Population,2582.0,1417.0
2018/04,Tennessee,TN,Aggravated Assault Reported by Population,2549.0,1374.0
2018/05,Tennessee,TN,Aggravated Assault Reported by Population,3057.0,1588.0
2018/06,Tennessee,TN,Aggravated Assault Reported by Population,2841.0,1420.0
2018/07,Tennessee,TN,Aggravated Assault Reported by Population,2976.0,1585.0
2018/08,Tennessee,TN,Aggravated Assault Reported by Population,2918.0,1523.0
2018/09,Tennessee,TN,Aggravated Assault Reported by Population,2929.0,1474.0
2018/10,Tennessee,TN,Aggravated Assault Reported by Population,2559.0,1339.0
2018/11,Tennessee,TN,Aggravated Assault Reported by Population,2287.0,1211.0
2018/12,Tennessee,TN,Aggravated Assault Reported by Population,2450.0,1306.0
2019/01,Tennessee,TN,Aggravated Assault Reported by Population,2416.0,1244.0
2019/02,Tennessee,TN,Aggravated Assault Reported by Population,2043.0,1156.0
2019/03,Tennessee,TN,Aggravated Assault Reported by Population,2463.0,1245.0
2019/04,Tennessee,TN,Aggravated Assault Reported by Population,2820.0,1427.0
2019/05,Tennessee,TN,Aggravated Assault Reported by Population,2966.0,1588.0
2019/06,Tennessee,TN,Aggravated Assault Reported by Population,2942.0,1531.0
2019/07,Tennessee,TN,Aggravated Assault Reported by Population,3121.0,1505.0
2019/08,Tennessee,TN,Aggravated Assault Reported by Population,2595.0,1462.0
2019/09,Tennessee,TN,Aggravated Assault Reported by Population,2744.0,1405.0
2019/10,Tennessee,TN,Aggravated Assault Reported by Population,2500.0,1332.0
2019/11,Tennessee,TN,Aggravated Assault Reported by Population,2220.0,1157.0
2019/12,Tennessee,TN,Aggravated Assault Reported by Population,2615.0,1371.0
2020/01,Tennessee,TN,Aggravated Assault Reported by Population,2480.0,1363.0
2020/02,Tennessee,TN,Aggravated Assault Reported by Population,2057.0,1099.0
2020/03,Tennessee,TN,Aggravated Assault Reported by Population,2677.0,1310.0
2020/04,Tennessee,TN,Aggravated Assault Reported by Population,2811.0,1319.0
2020/05,Tennessee,TN,Aggravated Assault Reported by Population,3723.0,1603.0
2020/06,Tennessee,TN,Aggravated Assault Reported by Population,3697.0,1553.0
2020/07,Tennessee,TN,Aggravated Assault Reported by Population,3720.0,1687.0
2020/08,Tennessee,TN,Aggravated Assault Reported by Population,3786.0,1634.0
2020/09,Tennessee,TN,Aggravated Assault Reported by Population,3241.0,1394.0
2020/10,Tennessee,TN,Aggravated Assault Reported by Population,3397.0,1420.0
2020/11,Tennessee,TN,Aggravated Assault Reported by Population,3049.0,1344.0
2020/12,Tennessee,TN,Aggravated Assault Reported by Population,2957.0,1219.0
2021/01,Tennessee,TN,Aggravated Assault Reported by Population,3127.0,1375.0
2021/02,Tennessee,TN,Aggravated Assault Reported by Population,2451.0,1103.0
2021/03,Tennessee,TN,Aggravated Assault Reported by Population,2914.0,1315.0
2021/04,Tennessee,TN,Aggravated Assault Reported by Population,3468.0,1472.0
2021/05,Tennessee,TN,Aggravated Assault Reported by Population,3723.0,1618.0
2021/06,Tennessee,TN,Aggravated Assault Reported by Population,3529.0,1685.0
2021/07,Tennessee,TN,Aggravated Assault Reported by Population,3538.0,1473.0
2021/08,Tennessee,TN,Aggravated Assault Reported by Population,3226.0,1387.0
2021/09,Tennessee,TN,Aggravated Assault Reported by Population,3074.0,1384.0
2021/10,Tennessee,TN,Aggravated Assault Reported by Population,3238.0,1439.0
2021/11,Tennessee,TN,Aggravated Assault Reported by Population,2768.0,1152.0
2021/12,Tennessee,TN,Aggravated Assault Reported by Population,3035.0,1312.0
2022/01,Tennessee,TN,Aggravated Assault Reported by Population,2685.0,1287.0
2022/02,Tennessee,TN,Aggravated Assault Reported by Population,2589.0,1192.0
2022/03,Tennessee,TN,Aggravated Assault Reported by Population,2966.0,1354.0
2022/04,Tennessee,TN,Aggravated Assault Reported by Population,3170.0,1292.0
2022/05,Tennessee,TN,Aggravated Assault Reported by Population,3419.0,1425.0
2022/06,Tennessee,TN,Aggravated Assault Reported by Population,3303.0,1471.0
2022/07,Tennessee,TN,Aggravated Assault Reported by Population,3207.0,1392.0
2022/08,Tennessee,TN,Aggravated Assault Reported by Population,3257.0,1421.0
2022/09,Tennessee,TN,Aggravated Assault Reported by Population,3028.0,1354.0
2022/10,Tennessee,TN,Aggravated Assault Reported by Population,3071.0,1288.0
2022/11,Tennessee,TN,Aggravated Assault Reported by Population,2741.0,1163.0
2022/12,Tennessee,TN,Aggravated Assault Reported by Population,2970.0,1269.0
2023/01,Tennessee,TN,Aggravated Assault Reported by Population,2972.0,1255.0
2023/02,Tennessee,TN,Aggravated Assault Reported by Population,2590.0,1157.0
2023/03,Tennessee,TN,Aggravated Assault Reported by Population,2954.0,1281.0
2023/04,Tennessee,TN,Aggravated Assault Reported by Population,3168.0,1331.0
2023/05,Tennessee,TN,Aggravated Assault Reported by Population,3597.0,1478.0
2023/06,Tennessee,TN,Aggravated Assault Reported by Population,3376.0,1275.0
2023/07,Tennessee,TN,Aggravated Assault Reported by Population,3299.0,1439.0
2023/08,Tennessee,TN,Aggravated Assault Reported by Population,3026.0,1427.0
2023/09,Tennessee,TN,Aggravated Assault Reported by Population,3163.0,1299.0
2023/10,Tennessee,TN,Aggravated Assault Reported by Population,3002.0,1372.0
2023/11,Tennessee,TN,Aggravated Assault Reported by Population,2649.0,1202.0
2023/12,Tennessee,TN,Aggravated Assault Reported by Population,2913.0,1167.0
2024/01,Tennessee,TN,Aggravated Assault Reported by Population,2325.0,1074.0
2024/02,Tennessee,TN,Aggravated Assault Reported by Population,2483.0,1299.0
2024/03,Tennessee,TN,Aggravated Assault Reported by Population,2903.0,1291.0
2024/04,Tennessee,TN,Aggravated Assault Reported by Population,3109.0,1397.0
2024/05,Tennessee,TN,Aggravated Assault Reported by Population,3541.0,1536.0
2024/06,Tennessee,TN,Aggravated Assault Reported by Population,3513.0,1402.0
2024/07,Tennessee,TN,Aggravated Assault Reported by Population,3275.0,1376.0
2024/08,Tennessee,TN,Aggravated Assault Reported by Population,3084.0,1329.0
2024/09,Tennessee,TN,Aggravated Assault Reported by Population,3127.0,1340.0
2024/10,Tennessee,TN,Aggravated Assault Reported by Population,2992.0,1473.0
2024/11,Tennessee,TN,Aggravated Assault Reported by Population,2554.0,1150.0
2024/12,Tennessee,TN,Aggravated Assault Reported by Population,2613.0,1202.0
2025/01,Tennessee,TN,Aggravated Assault Reported by Population,2454.0,1125.0
2025/02,Tennessee,TN,Aggravated Assault Reported by Population,2117.0,1044.0
2025/03,Tennessee,TN,Aggravated Assault Reported by Population,2636.0,1264.0
2025/04,Tennessee,TN,Aggravated Assault Reported by Population,2757.0,1259.0
2025/05,Tennessee,TN,Aggravated Assault Reported by Population,2849.0,1293.0
2025/06,Tennessee,TN,Aggravated Assault Reported by Population,2818.0,1352.0
2025/07,Tennessee,TN,Aggravated Assault Reported by Population,2791.0,1362.0
2025/08,Tennessee,TN,Aggravated Assault Reported by Population,2479.0,1289.0
2025/09,Tennessee,TN,Aggravated Assault Reported by Population,2171.0,1077.0
2025/10,Tennessee,TN,Aggravated Assault Reported by Population,248.0,153.0
