location,date,frequency,state,state_code,crime_type,crime_count,Clearances,year,population,total_population_at_date,total_crime_count_at_date,crime_rate,crime_count_standardized,crime_count_weighted,crime_relative_intensity,crime_rate_normalized,crime_count_normalized
MS,2022/05,0,Mississippi,MS,Aggravated Assault Reported by Population,323.0,112.0,2022.0,2941.939,334017.321,161556.0,10979.153544652014,-0.2304625609704199,2.8449012588781284,0.2269941972958181,0.0391437316479806,0.0025346851654215
MS,2022/06,1,Mississippi,MS,Aggravated Assault Reported by Population,284.0,88.0,2022.0,2941.939,334017.321,155272.0,9653.497234307037,-0.2346255204321549,2.5013992492922243,0.2076636666291504,0.0344173987245402,0.0022286395881725
MS,2022/07,3,Mississippi,MS,Aggravated Assault Reported by Population,277.0,74.0,2022.0,2941.939,334017.321,162912.0,9415.558922193832,-0.2353727182842613,2.439745042443473,0.1930465384323335,0.0335690825587945,0.0021737083307175
MS,2022/08,0,Mississippi,MS,Aggravated Assault Reported by Population,301.0,89.0,2022.0,2941.939,334017.321,154729.0,10231.347420867663,-0.2328108970770397,2.6511308944963363,0.2208666284754944,0.0364775951270655,0.0023620440705631
MS,2022/09,0,Mississippi,MS,Aggravated Assault Reported by Population,278.0,107.0,2022.0,2941.939,334017.321,149417.0,9449.550109638576,-0.2352659757339603,2.4485527862790084,0.2112419210850661,0.0336902705824724,0.0021815556532111
MS,2022/10,1,Mississippi,MS,Aggravated Assault Reported by Population,280.0,78.0,2022.0,2941.939,334017.321,148071.0,9517.53248452806,-0.2350524906333586,2.4661682739500805,0.2146957002392458,0.0339326466298284,0.0021972502981982
MS,2022/11,0,Mississippi,MS,Aggravated Assault Reported by Population,233.0,74.0,2022.0,2941.939,334017.321,130100.0,7919.946674625137,-0.2400693904975008,2.0522043136798884,0.2033358470961681,0.0282368095169643,0.0018284261410006
MS,2022/12,0,Mississippi,MS,Aggravated Assault Reported by Population,243.0,96.0,2022.0,2941.939,334017.321,171037.0,8259.858549072569,-0.2390019649944918,2.140281752035248,0.1613063737320092,0.0294486897537439,0.0019068993659363
MS,2023/01,0,Mississippi,MS,Aggravated Assault Reported by Population,265.0,97.0,2023.0,2943.172,336806.231,140670.0,9003.891040007175,-0.236653628887872,2.315695222396287,0.2155801951744854,0.0321013722254914,0.0020795404607947
MS,2023/02,3,Mississippi,MS,Aggravated Assault Reported by Population,241.0,78.0,2023.0,2943.172,336806.231,120495.0,8188.444304308412,-0.2392154500950936,2.1059718815000195,0.2288824485569968,0.029194078137145,0.0018912047209492
MS,2023/03,0,Mississippi,MS,Aggravated Assault Reported by Population,246.0,94.0,2023.0,2943.172,336806.231,137642.0,8358.329040912322,-0.2386817373435891,2.149664244186741,0.2045260386893189,0.0297997644055505,0.001930441333417
MS,2023/04,2,Mississippi,MS,Aggravated Assault Reported by Population,232.0,70.0,2023.0,2943.172,336806.231,145845.0,7882.651778421377,-0.2401761330478017,2.0273256286639185,0.1820375217371559,0.0281038428540151,0.0018205788185071
MS,2023/05,1,Mississippi,MS,Aggravated Assault Reported by Population,294.0,105.0,2023.0,2943.172,336806.231,158604.0,9989.222512309849,-0.233558094929146,2.5691109259792766,0.2121278394612639,0.0356143525822433,0.0023071128131081
MS,2023/06,0,Mississippi,MS,Aggravated Assault Reported by Population,223.0,84.0,2023.0,2943.172,336806.231,151464.0,7576.85925253434,-0.2411368160005098,1.9486793758278187,0.1684844852680219,0.0270136075708852,0.001749952916065
MS,2023/07,0,Mississippi,MS,Aggravated Assault Reported by Population,219.0,83.0,2023.0,2943.172,336806.231,160102.0,7440.951463251214,-0.2415637862017134,1.9137254856784407,0.1565351349384502,0.0265290585561608,0.0017185636260907
MS,2023/08,2,Mississippi,MS,Aggravated Assault Reported by Population,217.0,96.0,2023.0,2943.172,336806.231,151574.0,7372.99756860965,-0.2417772713023152,1.896248540603752,0.1638322880082059,0.0262867840487986,0.0017028689811036
MS,2023/09,0,Mississippi,MS,Aggravated Assault Reported by Population,194.0,72.0,2023.0,2943.172,336806.231,146303.0,6591.527780231668,-0.2442323499592358,1.6952636722448284,0.1517445047737657,0.0235006272141333,0.0015223805637516
MS,2023/10,0,Mississippi,MS,Aggravated Assault Reported by Population,258.0,78.0,2023.0,2943.172,336806.231,152473.0,8766.052408761703,-0.2374008267399783,2.2545259146348755,0.1936382882571668,0.0312534114497237,0.0020246092033398
MS,2023/11,0,Mississippi,MS,Aggravated Assault Reported by Population,199.0,75.0,2023.0,2943.172,336806.231,130054.0,6761.412516835577,-0.2436986372077313,1.7389560349315512,0.1751031007144428,0.0241063134825388,0.0015616171762194
MS,2023/12,0,Mississippi,MS,Aggravated Assault Reported by Population,204.0,56.0,2023.0,2943.172,336806.231,153263.0,6931.297253439487,-0.2431649244562268,1.7826483976182737,0.1523201362280266,0.0247119997509443,0.0016008537886872
MS,2024/01,2,Mississippi,MS,Aggravated Assault Reported by Population,197.0,76.0,2024.0,2943.045,340110.988,124442.0,6693.74746223724,-0.2439121223083331,1.7046784298541982,0.1829460361296025,0.0238650687701508,0.0015459225312323
MS,2024/02,0,Mississippi,MS,Aggravated Assault Reported by Population,228.0,103.0,2024.0,2943.045,340110.988,122511.0,7747.078281167974,-0.2406031032490053,1.972927319831255,0.2150718260663435,0.0276204856832202,0.0017891895285328
MS,2024/03,1,Mississippi,MS,Aggravated Assault Reported by Population,223.0,75.0,2024.0,2943.045,340110.988,136870.0,7577.186213598501,-0.2411368160005098,1.9296613698349552,0.1882870087942548,0.0270147732778865,0.001749952916065
MS,2024/04,0,Mississippi,MS,Aggravated Assault Reported by Population,283.0,94.0,2024.0,2943.045,340110.988,140993.0,9615.891024432178,-0.2347322629824559,2.4488527697905487,0.2319597566418163,0.0342833221418918,0.0022207922656789
MS,2024/05,1,Mississippi,MS,Aggravated Assault Reported by Population,346.0,120.0,2024.0,2943.045,340110.988,157469.0,11756.53107580754,-0.2280074823134993,2.9940037397439214,0.2539246073605348,0.0419152984490974,0.0027151735827735
MS,2024/06,0,Mississippi,MS,Aggravated Assault Reported by Population,311.0,91.0,2024.0,2943.045,340110.988,154316.0,10567.286602821228,-0.2317434715740307,2.691142089769825,0.2329019859874991,0.037675311611761,0.0024405172954987
MS,2024/07,0,Mississippi,MS,Aggravated Assault Reported by Population,281.0,93.0,2024.0,2943.045,340110.988,154555.0,9547.93419740439,-0.2349457480830576,2.431546389792029,0.2101101441712137,0.0340410371797583,0.0022050976206918
MS,2024/08,0,Mississippi,MS,Aggravated Assault Reported by Population,293.0,101.0,2024.0,2943.045,340110.988,148636.0,9955.675159571125,-0.2336648374794469,2.5353846697831472,0.2278071607637983,0.0354947469525594,0.0022992654906146
MS,2024/09,0,Mississippi,MS,Aggravated Assault Reported by Population,239.0,80.0,2024.0,2943.045,340110.988,145246.0,8120.840829820815,-0.2394289351956954,2.0681124098231134,0.1901592607039847,0.0289530529749546,0.001875510075962
MS,2024/10,0,Mississippi,MS,Aggravated Assault Reported by Population,222.0,80.0,2024.0,2943.045,340110.988,140308.0,7543.207800084606,-0.2412435585508107,1.9210081798356955,0.1828497204418908,0.0268936307968197,0.0017421055935714
MS,2024/11,0,Mississippi,MS,Aggravated Assault Reported by Population,250.0,84.0,2024.0,2943.045,340110.988,125239.0,8494.603378473656,-0.2382547671423855,2.163297499814972,0.2306875612006494,0.0302856202666889,0.0019618306233912
MS,2024/12,0,Mississippi,MS,Aggravated Assault Reported by Population,183.0,70.0,2024.0,2943.045,340110.988,139446.0,6218.049673042716,-0.2454065180125457,1.5835337698645595,0.1516592098541109,0.0221690740352162,0.0014360600163224
MS,2025/01,1,Mississippi,MS,Aggravated Assault Reported by Population,234.0,93.0,2025.0,2943.045,340110.988,108808.0,7950.948762251342,-0.2399626479471999,2.024846459826814,0.248529983003702,0.0283473405696208,0.0018362734634942
MS,2025/02,0,Mississippi,MS,Aggravated Assault Reported by Population,196.0,70.0,2025.0,2943.045,340110.988,99119.0,6659.769048723347,-0.244018864858634,1.6960252398549382,0.228519318295495,0.0237439262890841,0.0015380752087387
MS,2025/03,0,Mississippi,MS,Aggravated Assault Reported by Population,219.0,72.0,2025.0,2943.045,340110.988,119584.0,7441.272559542922,-0.2415637862017134,1.895048609837916,0.2116385605267788,0.0265302033536194,0.0017185636260907
MS,2025/04,4,Mississippi,MS,Aggravated Assault Reported by Population,287.0,105.0,2025.0,2943.045,340110.988,120854.0,9751.804678487755,-0.2343052927812522,2.4834655297875883,0.2744382415131889,0.0347678920661588,0.0022521815556532
MS,2025/05,1,Mississippi,MS,Aggravated Assault Reported by Population,237.0,68.0,2025.0,2943.045,340110.988,127470.0,8052.884002793026,-0.2396424202962972,2.0508060298245936,0.2148642295786719,0.028710768012821,0.0018598154309749
MS,2025/06,0,Mississippi,MS,Aggravated Assault Reported by Population,257.0,74.0,2025.0,2943.045,340110.988,121779.0,8732.452273070918,-0.2375075692902792,2.223869829809791,0.2438846574743589,0.0311336176341562,0.0020167618808462
MS,2025/07,0,Mississippi,MS,Aggravated Assault Reported by Population,276.0,91.0,2025.0,2943.045,340110.988,119345.0,9378.042129834916,-0.2354794608345621,2.388280439795729,0.26725670738479,0.0334353247744245,0.0021658610082239
MS,2025/08,0,Mississippi,MS,Aggravated Assault Reported by Population,198.0,77.0,2025.0,2943.045,340110.988,96236.0,6727.725875751135,-0.2438053797580322,1.713331619853458,0.2377668954024361,0.0239862112512176,0.0015537698537259
MS,2025/09,0,Mississippi,MS,Aggravated Assault Reported by Population,0.0,0.0,2025.0,2943.045,340110.988,59498.0,0.0,-0.2649404047176101,0.0,0.0,0.0,0.0
MS,2025/10,0,,,,,,,,,,,,,,,
MS,2025/11,2,,,,,,,,,,,,,,,
MO,2021/11,0,Missouri,MO,Aggravated Assault Reported by Population,1826.0,742.0,2021.0,6171.374,332099.76,103323.0,29588.22459957864,-0.0700285078681696,33.932360938773336,0.951021775243282,0.1054902382916619,0.01432921087325
MO,2021/12,0,Missouri,MO,Aggravated Assault Reported by Population,1887.0,781.0,2021.0,6171.374,332099.76,106837.0,30576.65926582962,-0.0635172122998148,35.0659173556765,0.9504667113250832,0.1090142823966955,0.0148078975453575
MO,2022/01,0,Missouri,MO,Aggravated Assault Reported by Population,1753.0,716.0,2022.0,6179.414,334017.321,128093.0,28368.385740136528,-0.0778207140401352,32.43099103234829,0.7397384873502069,0.1011411739695731,0.0137563563312197
MO,2022/02,3,Missouri,MO,Aggravated Assault Reported by Population,1411.0,569.0,2022.0,6179.414,334017.321,120218.0,22833.88036470772,-0.1143266662430424,26.10389523482227,0.6344234263965609,0.0814091251974145,0.0110725720384204
MO,2022/03,4,Missouri,MO,Aggravated Assault Reported by Population,1946.0,837.0,2022.0,6179.414,334017.321,144091.0,31491.659241475,-0.0572194018320618,36.00154509352526,0.7300080958340474,0.1122765114345631,0.0152708895724778
MO,2022/04,3,Missouri,MO,Aggravated Assault Reported by Population,2009.0,764.0,2022.0,6179.414,334017.321,146547.0,32511.173389580305,-0.0504946211631052,37.16706274043794,0.7410110775487798,0.1159113625241713,0.0157652708895724
MO,2022/05,2,Missouri,MO,Aggravated Assault Reported by Population,2127.0,864.0,2022.0,6179.414,334017.321,161556.0,34420.7395717458,-0.0378990002275992,39.35009579338552,0.7116494106435675,0.1227194963110564,0.0166912549438131
MO,2022/06,4,Missouri,MO,Aggravated Assault Reported by Population,2017.0,768.0,2022.0,6179.414,334017.321,155272.0,32640.635503625424,-0.049640680760698,37.31506498131575,0.7021573514000239,0.1163729309165025,0.015828049469521
MO,2022/07,2,Missouri,MO,Aggravated Assault Reported by Population,2318.0,759.0,2022.0,6179.414,334017.321,162912.0,37511.647544573,-0.0175111731201276,42.88364929434304,0.7690986556628425,0.1337394416779637,0.0181900935400841
MO,2022/08,0,Missouri,MO,Aggravated Assault Reported by Population,2064.0,794.0,2022.0,6179.414,334017.321,154729.0,33401.2254236405,-0.0446237808965558,38.18457814647283,0.721040518204182,0.1190846452214483,0.0161968736267185
MO,2022/09,1,Missouri,MO,Aggravated Assault Reported by Population,1941.0,755.0,2022.0,6179.414,334017.321,149417.0,31410.7454201968,-0.0577531145835663,35.90904369297663,0.702178000887928,0.1119880311893561,0.01523165296001
MO,2022/10,2,Missouri,MO,Aggravated Assault Reported by Population,1991.0,733.0,2022.0,6179.414,334017.321,148071.0,32219.883632978792,-0.0524159870685213,36.83405769846289,0.7268134350426028,0.1148728336414261,0.0156240190846883
MO,2022/11,3,Missouri,MO,Aggravated Assault Reported by Population,1673.0,700.0,2022.0,6179.414,334017.321,130100.0,27073.764599685343,-0.086360118064207,30.95096862357028,0.6950888793982735,0.0965254900462611,0.0131285705317345
MO,2022/12,0,Missouri,MO,Aggravated Assault Reported by Population,1746.0,713.0,2022.0,6179.414,334017.321,171037.0,28255.10639034705,-0.0785679118922415,32.301489071580214,0.5517925911395605,0.1007373016262833,0.0137014250737648
MO,2023/01,0,Missouri,MO,Aggravated Assault Reported by Population,1658.0,704.0,2023.0,6208.038,336806.231,140670.0,26707.310747775708,-0.0879612563187205,30.56038177630984,0.6394532361629436,0.0952189802882746,0.013010860694331
MO,2023/02,0,Missouri,MO,Aggravated Assault Reported by Population,1452.0,658.0,2023.0,6208.038,336806.231,120495.0,23389.032090331923,-0.1099502216807056,26.76337414909643,0.6537675210658322,0.0833883952826145,0.0113943122606566
MO,2023/03,0,Missouri,MO,Aggravated Assault Reported by Population,1704.0,760.0,2023.0,6208.038,336806.231,137642.0,27448.28559361267,-0.0830510990048792,31.40825726588176,0.6716520842618009,0.0978607614060434,0.013371837529035
MO,2023/04,3,Missouri,MO,Aggravated Assault Reported by Population,1959.0,809.0,2023.0,6208.038,336806.231,145845.0,31555.863543361047,-0.0558317486781501,36.10843661024786,0.7287333447145764,0.1125054176023704,0.0153729047648942
MO,2023/05,1,Missouri,MO,Aggravated Assault Reported by Population,2003.0,903.0,2023.0,6208.038,336806.231,158604.0,32264.62209155292,-0.0511350764649106,36.91944794809928,0.6851608888360492,0.1150323386715405,0.015718186954611
MO,2023/06,0,Missouri,MO,Aggravated Assault Reported by Population,2003.0,808.0,2023.0,6208.038,336806.231,151464.0,32264.62209155292,-0.0511350764649106,36.91944794809928,0.7174593145100667,0.1150323386715405,0.015718186954611
MO,2023/07,0,Missouri,MO,Aggravated Assault Reported by Population,2148.0,818.0,2023.0,6208.038,336806.231,160102.0,34600.3036708216,-0.0356574066712803,39.59209894783687,0.7278858397037443,0.1233596921949421,0.016856048716178
MO,2023/08,1,Missouri,MO,Aggravated Assault Reported by Population,1970.0,780.0,2023.0,6208.038,336806.231,151574.0,31733.053180409017,-0.0546575806248402,36.31118944471072,0.7051268713510314,0.1131371478696629,0.0154592253123234
MO,2023/09,1,Missouri,MO,Aggravated Assault Reported by Population,1729.0,712.0,2023.0,6208.038,336806.231,146303.0,27850.98931417624,-0.0803825352473567,31.86905916238824,0.6411616125799864,0.0992965120135265,0.0135680205913742
MO,2023/10,1,Missouri,MO,Aggravated Assault Reported by Population,1884.0,779.0,2023.0,6208.038,336806.231,152473.0,30347.752381670347,-0.0638374399507175,34.72603092072843,0.6703686619264828,0.1081981657799213,0.0147843555778768
MO,2023/11,4,Missouri,MO,Aggravated Assault Reported by Population,1602.0,736.0,2023.0,6208.038,336806.231,130054.0,25805.25441371332,-0.0939388391355708,29.52818552813532,0.6682893628092097,0.0920028989275126,0.0125714106346914
MO,2023/12,2,Missouri,MO,Aggravated Assault Reported by Population,1670.0,656.0,2023.0,6208.038,336806.231,153263.0,26900.60853364622,-0.0866803457151097,30.781566686632942,0.5911598084223733,0.0959081405798665,0.0131050285642538
MO,2024/01,10,Missouri,MO,Aggravated Assault Reported by Population,1542.0,702.0,2024.0,6245.466,340110.988,124442.0,24689.91104907144,-0.1003433921536247,28.31578194115857,0.6747970974857205,0.0880263900661202,0.0121005712850775
MO,2024/02,0,Missouri,MO,Aggravated Assault Reported by Population,1595.0,693.0,2024.0,6245.466,340110.988,122511.0,25538.5266687866,-0.0946860369876771,29.28902217649022,0.7089921343704125,0.0910519404380426,0.0125164793772364
MO,2024/03,4,Missouri,MO,Aggravated Assault Reported by Population,1736.0,778.0,2024.0,6245.466,340110.988,136870.0,27796.164449538275,-0.0796353373952504,31.878208462938574,0.6907124244569985,0.0991010461444777,0.0136229518488291
MO,2024/04,0,Missouri,MO,Aggravated Assault Reported by Population,1793.0,741.0,2024.0,6245.466,340110.988,140993.0,28708.82653111873,-0.0735510120280992,32.9249007915028,0.6925299380692237,0.1023549399406961,0.0140702492309623
MO,2024/05,2,Missouri,MO,Aggravated Assault Reported by Population,2095.0,844.0,2024.0,6245.466,340110.988,157469.0,33544.33440194855,-0.0413147618372279,38.47053383056239,0.724510647508342,0.1195948684750465,0.016440140624019
MO,2024/06,1,Missouri,MO,Aggravated Assault Reported by Population,1990.0,773.0,2024.0,6245.466,340110.988,154316.0,31863.11477798454,-0.0525227296188222,36.54241638320723,0.7022600020670392,0.1136008535872757,0.0156161717621947
MO,2024/07,1,Missouri,MO,Aggravated Assault Reported by Population,2159.0,880.0,2024.0,6245.466,340110.988,154555.0,34569.07779179328,-0.0344832386179704,39.645767322283625,0.7607209861871612,0.123248363263783,0.0169423692636072
MO,2024/08,1,Missouri,MO,Aggravated Assault Reported by Population,2028.0,802.0,2024.0,6245.466,340110.988,148636.0,32471.55616570485,-0.0484665127073881,37.24021126891672,0.7430187201899517,0.115770116118088,0.0159143700169502
MO,2024/09,0,Missouri,MO,Aggravated Assault Reported by Population,2105.0,802.0,2024.0,6245.466,340110.988,145246.0,33704.45055661179,-0.0402473363342189,38.65416406364383,0.7892302699424689,0.1201657270357866,0.0165186138489547
MO,2024/10,2,Missouri,MO,Aggravated Assault Reported by Population,1829.0,744.0,2024.0,6245.466,340110.988,140308.0,29285.244687906397,-0.0697082802172669,33.585969630596,0.7098835066158448,0.1044100307593604,0.0143527528407307
MO,2024/11,0,Missouri,MO,Aggravated Assault Reported by Population,1637.0,697.0,2024.0,6245.466,340110.988,125239.0,26211.014518372205,-0.0902028498750394,30.060269155432284,0.7118113402634895,0.0934495463931509,0.0128460669219662
MO,2024/12,0,Missouri,MO,Aggravated Assault Reported by Population,1661.0,758.0,2024.0,6245.466,340110.988,139446.0,26595.293289563982,-0.0876410286678178,30.50098171482775,0.6486633877532074,0.0948196069389271,0.0130344026618117
MO,2025/01,0,Missouri,MO,Aggravated Assault Reported by Population,1293.0,612.0,2025.0,6245.466,340110.988,108808.0,20703.01879795679,-0.1269222871785484,23.74338913743063,0.6471329477571186,0.0738120119036922,0.0101465879841797
MO,2025/02,0,Missouri,MO,Aggravated Assault Reported by Population,1158.0,604.0,2025.0,6245.466,340110.988,99119.0,18541.450710003064,-0.1413325314691697,21.264380990831143,0.6362202120615063,0.0661054213337011,0.0090871994475484
MO,2025/03,1,Missouri,MO,Aggravated Assault Reported by Population,1674.0,771.0,2025.0,6245.466,340110.988,119584.0,26803.444290626187,-0.0862533755139061,30.739701017833625,0.7623215413004945,0.0955617230678892,0.0131364178542281
MO,2025/04,1,Missouri,MO,Aggravated Assault Reported by Population,1801.0,758.0,2025.0,6245.466,340110.988,120854.0,28836.919454849325,-0.072697071625692,33.07180497796796,0.8115373232714866,0.1028116267892882,0.0141330278109109
MO,2025/05,1,Missouri,MO,Aggravated Assault Reported by Population,1925.0,793.0,2025.0,6245.466,340110.988,127470.0,30822.359772673484,-0.0594609953883806,35.348819868177856,0.822391404626613,0.1098902729424652,0.015106095800113
MO,2025/06,1,Missouri,MO,Aggravated Assault Reported by Population,1815.0,746.0,2025.0,6245.466,340110.988,121779.0,29061.08207137786,-0.0712026759214795,33.32888730428198,0.8116336425529369,0.1036108287743243,0.0142428903258208
MO,2025/07,2,Missouri,MO,Aggravated Assault Reported by Population,1719.0,758.0,2025.0,6245.466,340110.988,119345.0,27523.966986610765,-0.0814499607503657,31.56603706670012,0.7843817173317332,0.0981305865912195,0.0134895473664385
MO,2025/08,3,Missouri,MO,Aggravated Assault Reported by Population,1376.0,572.0,2025.0,6245.466,340110.988,96236.0,22031.982881661672,-0.1180626555035739,25.26752007200661,0.7786399544329604,0.0785501379578348,0.0107979157511457
MO,2025/09,1,Missouri,MO,Aggravated Assault Reported by Population,93.0,53.0,2025.0,6245.466,340110.988,59498.0,1489.0802383681216,-0.2550133475396265,1.7077611676574236,0.0851209370201784,0.0053089846148827,0.0007298009919015
MO,2025/10,2,,,,,,,,,,,,,,,
MO,2025/11,0,,,,,,,,,,,,,,,
MT,2021/11,0,Montana,MT,Aggravated Assault Reported by Population,307.0,162.0,2021.0,1106.522,332099.76,103323.0,27744.59070854443,-0.2321704417752343,1.0228921996209812,0.891763877898032,0.098917171434161,0.0024091280055245
MT,2021/12,0,Montana,MT,Aggravated Assault Reported by Population,318.0,171.0,2021.0,1106.522,332099.76,106837.0,28738.696564550908,-0.2309962737219244,1.05954306019372,0.8933341662345612,0.1024614349057433,0.0024954485529537
MT,2022/01,0,Montana,MT,Aggravated Assault Reported by Population,267.0,149.0,2022.0,1122.095,334017.321,128093.0,23794.77673459021,-0.2364401437872702,0.8969575712512227,0.6204763397438541,0.0848349876276307,0.0020952351057819
MT,2022/02,0,Montana,MT,Aggravated Assault Reported by Population,252.0,142.0,2022.0,1122.095,334017.321,120218.0,22457.99152478177,-0.2380412820417837,0.8465666964618281,0.6239796173741297,0.0800689770867526,0.0019775252683784
MT,2022/03,0,Montana,MT,Aggravated Assault Reported by Population,366.0,211.0,2022.0,1122.095,334017.321,144091.0,32617.559119325902,-0.2258726313074813,1.2295373448612266,0.7561075788631043,0.1162906571974264,0.0028721200326448
MT,2022/04,0,Montana,MT,Aggravated Assault Reported by Population,276.0,168.0,2022.0,1122.095,334017.321,146547.0,24596.84786047527,-0.2354794608345621,0.9271920961248594,0.5606237744478244,0.0876945939521576,0.0021658610082239
MT,2022/05,0,Montana,MT,Aggravated Assault Reported by Population,338.0,196.0,2022.0,1122.095,334017.321,161556.0,30122.226727683483,-0.2288614227159064,1.1354743785876902,0.6227775801663468,0.1073941041877872,0.002652395002825
MT,2022/06,1,Montana,MT,Aggravated Assault Reported by Population,307.0,177.0,2022.0,1122.095,334017.321,155272.0,27359.53729407938,-0.2321704417752343,1.0313332373562747,0.5885516610057179,0.0975443490699724,0.0024091280055245
MT,2022/07,0,Montana,MT,Aggravated Assault Reported by Population,412.0,232.0,2022.0,1122.095,334017.321,162912.0,36717.03376273845,-0.22096247399364,1.3840693608820365,0.7528067455126968,0.1309064228561194,0.0032330968673488
MT,2022/08,0,Montana,MT,Aggravated Assault Reported by Population,390.0,209.0,2022.0,1122.095,334017.321,154729.0,34756.41545501941,-0.2233108101002597,1.3101627445242578,0.7502953407472793,0.1239162740628314,0.0030604557724904
MT,2022/09,0,Montana,MT,Aggravated Assault Reported by Population,374.0,229.0,2022.0,1122.095,334017.321,149417.0,33330.51123122374,-0.2250186909050741,1.256412478082237,0.7450938025133528,0.1188325294858947,0.0029348986125933
MT,2022/10,0,Montana,MT,Aggravated Assault Reported by Population,325.0,198.0,2022.0,1122.095,334017.321,148071.0,28963.679545849503,-0.2302490758698181,1.0918022871035482,0.6533602561073504,0.1032635617190262,0.0025503798104086
MT,2022/11,0,Montana,MT,Aggravated Assault Reported by Population,274.0,172.0,2022.0,1122.095,334017.321,130100.0,24418.609832500813,-0.235692945935164,0.9204733128196068,0.6269207255031652,0.0870591258800405,0.0021501663632368
MT,2022/12,0,Montana,MT,Aggravated Assault Reported by Population,234.0,162.0,2022.0,1122.095,334017.321,171037.0,20853.84927301164,-0.2399626479471999,0.7860976467145547,0.407253802785897,0.0743497644376988,0.0018362734634942
MT,2023/01,0,Montana,MT,Aggravated Assault Reported by Population,258.0,144.0,2023.0,1131.302,336806.231,140670.0,22805.58153348973,-0.2374008267399783,0.8665989198994362,0.5460341197169174,0.0813082320046339,0.0020246092033398
MT,2023/02,0,Montana,MT,Aggravated Assault Reported by Population,235.0,140.0,2023.0,1131.302,336806.231,120495.0,20772.525815387937,-0.239855905396899,0.7893439774277811,0.5806312401536172,0.074059823725151,0.0018441207859878
MT,2023/03,0,Montana,MT,Aggravated Assault Reported by Population,335.0,221.0,2023.0,1131.302,336806.231,137642.0,29611.89850278705,-0.2291816503668091,1.1252350316523687,0.7245951037821485,0.1055746423315983,0.0026288530353443
MT,2023/04,0,Montana,MT,Aggravated Assault Reported by Population,362.0,196.0,2023.0,1131.302,336806.231,145845.0,31998.529128384816,-0.2262996015086849,1.215925616293007,0.7389560144862701,0.114083643355339,0.0028407307426706
MT,2023/05,0,Montana,MT,Aggravated Assault Reported by Population,355.0,234.0,2023.0,1131.302,336806.231,158604.0,31379.77304026688,-0.2270467993607912,1.1924132424972862,0.6663705257955472,0.1118776060528877,0.0027857994852156
MT,2023/06,1,Montana,MT,Aggravated Assault Reported by Population,355.0,200.0,2023.0,1131.302,336806.231,151464.0,31379.77304026688,-0.2270467993607912,1.1924132424972862,0.6977831753636308,0.1118776060528877,0.0027857994852156
MT,2023/07,0,Montana,MT,Aggravated Assault Reported by Population,426.0,271.0,2023.0,1131.302,336806.231,160102.0,37655.72764832026,-0.2194680782894274,1.4308958909967435,0.7921627278105982,0.1342531272634653,0.0033429593822587
MT,2023/08,0,Montana,MT,Aggravated Assault Reported by Population,342.0,237.0,2023.0,1131.302,336806.231,151574.0,30230.654590904996,-0.2284344525147028,1.14874740544809,0.6717427021405754,0.1077806796340496,0.0026837842927992
MT,2023/09,0,Montana,MT,Aggravated Assault Reported by Population,376.0,226.0,2023.0,1131.302,336806.231,146303.0,33236.041304620696,-0.2248052058044723,1.2629503638844493,0.7651316654593289,0.1184957179602416,0.0029505932575805
MT,2023/10,0,Montana,MT,Aggravated Assault Reported by Population,382.0,243.0,2023.0,1131.302,336806.231,152473.0,33766.403665864644,-0.2241647505026669,1.283103827137925,0.7458851831553424,0.1203866070766285,0.0029976771925419
MT,2023/11,0,Montana,MT,Aggravated Assault Reported by Population,308.0,180.0,2023.0,1131.302,336806.231,130054.0,27225.267877189297,-0.2320636992249334,1.03454444701173,0.7050640396820933,0.0970656413078575,0.002416975328018
MT,2023/12,0,Montana,MT,Aggravated Assault Reported by Population,338.0,215.0,2023.0,1131.302,336806.231,153263.0,29877.07968340903,-0.2288614227159064,1.1353117632791063,0.6565698571381003,0.1065200868897917,0.002652395002825
MT,2024/01,0,Montana,MT,Aggravated Assault Reported by Population,242.0,177.0,2024.0,1137.233,340110.988,124442.0,21279.720162886588,-0.2391087075447927,0.8091781674516202,0.5815935655938411,0.0758681124380391,0.0018990520434427
MT,2024/02,0,Montana,MT,Aggravated Assault Reported by Population,280.0,190.0,2024.0,1137.233,340110.988,122511.0,24621.16382482745,-0.2350524906333586,0.936239202010139,0.683524610375552,0.0877812871183924,0.0021972502981982
MT,2024/03,0,Montana,MT,Aggravated Assault Reported by Population,319.0,205.0,2024.0,1137.233,340110.988,136870.0,28050.540214714136,-0.2308895311716235,1.0666439480044083,0.69703345849055,0.100007966395597,0.0025032958754472
MT,2024/04,0,Montana,MT,Aggravated Assault Reported by Population,320.0,200.0,2024.0,1137.233,340110.988,140993.0,28138.472942659948,-0.2307827886213226,1.069987659440159,0.6787715583993066,0.1003214709924484,0.0025111431979408
MT,2024/05,0,Montana,MT,Aggravated Assault Reported by Population,351.0,220.0,2024.0,1137.233,340110.988,157469.0,30864.38750898013,-0.2274737695619948,1.1736427139484242,0.6666275476248716,0.1100401134948419,0.0027544101952413
MT,2024/06,1,Montana,MT,Aggravated Assault Reported by Population,323.0,233.0,2024.0,1137.233,340110.988,154316.0,28402.271126497388,-0.2304625609704199,1.0800187937474104,0.6259833390106598,0.1012619847830027,0.0025346851654215
